UUID,URL
aa306c9a-fd51-48b5-972d-7629ecf583d1,https://www.kotaksecurities.com/articles/5-major-economic-decisions-under-prime-minister-atal-bihari-vajpayee/
52eca12f-7c00-4a6b-bd11-7962b5071e1e,https://www.kotaksecurities.com/articles/5-reasons-why-bank-loan-data-matters/
0a5af7bd-a79a-468f-ae77-3c9afbdf435a,https://www.kotaksecurities.com/articles/5-reasons-why-rural-urban-inflation-differ/
f79251e7-75d3-4534-baee-a9a6b7ba3545,https://www.kotaksecurities.com/articles/5-takeaways-from-the-rbis-monetary-policy-meet-in-october/
4de8f764-fd76-453f-a688-1d8b69c42b90,https://www.kotaksecurities.com/articles/5-things-government-is-doing-to-keep-rupee-in-check/
09788841-2ecf-43ac-affb-17a17a58148d,https://www.kotaksecurities.com/articles/5-things-to-interpret-from-dividend-announcements/
f32b4a5d-ec85-404e-a387-caab2a7f5fed,https://www.kotaksecurities.com/articles/5-things-to-know-about-capital-account-convertibility/
750b1512-ae52-4ebb-86ad-c72a705fc8b2,https://www.kotaksecurities.com/articles/5-things-to-know-about-deflation-in-india/
ab8f0b7f-b8be-498f-bb3e-5c7b5cd05ea1,https://www.kotaksecurities.com/articles/5-things-to-know-about-diesel-deregulation/
c5213591-e2bb-4ca2-ae14-a3e2bf3f126e,https://www.kotaksecurities.com/articles/5-things-to-know-about-exceptional-items-in-company-balance-sheets/
49eedf5d-3f19-4517-83bb-02693960bf0b,https://www.kotaksecurities.com/articles/5-things-to-know-about-gross-value-added/
42716836-3e7a-471e-b27a-97be0e00e5b3,https://www.kotaksecurities.com/articles/5-things-to-know-about-how-indians-save-and-invest/
39d0ce27-a382-45c6-b563-4b10957cbcda,https://www.kotaksecurities.com/articles/5-things-to-know-about-indias-credit-growth/
a679f146-4532-421d-a004-e0126dc0f58f,https://www.kotaksecurities.com/articles/5-things-to-know-about-indias-impossible-trilemma/
e9037557-c717-4996-a583-7ed10a14285d,https://www.kotaksecurities.com/articles/5-things-to-know-about-indias-improved-global-competitiveness/
7dec1903-061f-438c-b062-7371ae0900f1,https://www.kotaksecurities.com/articles/5-things-to-know-about-msci-india-index/
ccfe0ac0-5edb-42d3-8d53-1142cab549c2,https://www.kotaksecurities.com/articles/5-things-to-know-about-ownership-of-companies/
4ce58ea5-85ec-4eb7-a08b-a2caabb78507,https://www.kotaksecurities.com/articles/5-things-to-know-about-private-consumption/
a616303e-a47e-4301-9776-6bbd543f40dd,https://www.kotaksecurities.com/articles/5-things-to-know-about-private-investment-in-2015-16/
d8844b82-a3f9-4611-a800-6b1b104c9c97,https://www.kotaksecurities.com/articles/5-things-to-know-ahead-of-earnings-season/
39a465b3-e203-4383-8333-d2d0b794a530,https://www.kotaksecurities.com/articles/5-things-to-make-of-household-savings/
ec655d3d-b9dd-420c-a808-ea9e8cc14fc7,https://www.kotaksecurities.com/articles/5-things-to-read-in-financial-statements/
0598b2b0-54d3-47ea-a6c4-c2a2b6c7ccd6,https://www.kotaksecurities.com/articles/5-things-you-should-know-about-depository-receipts/
307fef09-ed11-4578-8278-72c683bbe43f,https://www.kotaksecurities.com/articles/5-ways-gst-rates-affects-investors/
1c887e21-4012-4f23-91c2-495c8a165442,https://www.kotaksecurities.com/articles/5-ways-to-hedge-against-a-small-cap-crash/
1751c7f1-f81a-489e-acae-82a361acf470,https://www.kotaksecurities.com/articles/5-ways-us-interest-rate-hike-affects-india/
e8a8aa10-fdd9-4929-bfd8-846c7ead79eb,https://www.kotaksecurities.com/articles/6-key-words-to-look-out-for-in-annual-reports/
f58bd1fe-40da-4440-af8a-b33d08ca52a1,https://www.kotaksecurities.com/articles/6-retirement-options-for-the-retired/
514cb84f-0762-4ce6-8767-7428d7338f3f,https://www.kotaksecurities.com/articles/6-things-to-know-about-india-incs-investments/
46919582-5972-439f-bc44-a42e01f5ab03,https://www.kotaksecurities.com/articles/6-things-to-know-about-indias-twin-balance-sheet-problem/
cdb9fd88-4dd4-4baf-ba7c-2ca5e3ed2770,https://www.kotaksecurities.com/articles/6-things-to-know-about-rupee-cost-averaging/
a139b933-edec-4ea8-91e6-feae36369640,https://www.kotaksecurities.com/articles/6-things-to-know-about-unlocking-value-through-demergers/
4b13f734-84a1-43d4-9933-42ea81b09d9a,https://www.kotaksecurities.com/articles/6-things-to-look-for-in-a-draft-red-herring-prospectus/
7045ce49-9277-4074-8576-9b140407c32c,https://www.kotaksecurities.com/articles/6-ways-to-put-your-bonus-money-to-best-use/
575899f8-b623-446d-878c-d9d866762cf9,https://www.kotaksecurities.com/articles/7-questions-to-ask-this-budget-2018-19/
a2ea4d28-e686-4469-bf5b-f979c61860c8,https://www.kotaksecurities.com/articles/7-terms-to-know-while-reading-about-india-mauritius-tax-treaty/
6d2b144b-566b-45a8-be08-9dc8520db588,https://www.kotaksecurities.com/articles/7-things-to-know-about-basel-iii-norms/
599e224c-47d5-4cc2-8850-1185e085ed2b,https://www.kotaksecurities.com/articles/7-things-to-know-about-final-gst-rates/
e37ec94c-a11a-4481-8926-6e085d740d22,https://www.kotaksecurities.com/articles/7-things-to-know-about-new-gdp-formula/
22c414d9-1974-4fd0-b4fe-a5e052329565,https://www.kotaksecurities.com/articles/active-funds/
5e3b00d9-5c8e-41a4-ae03-806e80f85619,https://www.kotaksecurities.com/articles/a-dummys-guide-to-proxy-advisory-firms/
7d77de1a-6c8a-4073-82f3-25d8d313cac3,https://www.kotaksecurities.com/articles/a-gift-with-a-lifetime-value-for-raksha-bandhan/
e2c1b679-9068-4042-8c6c-5f1a3a3057d1,https://www.kotaksecurities.com/articles/a-kishore-kumar-song-for-every-stock-market-emotion/
695821c3-4294-4022-8ddf-14702c520777,https://www.kotaksecurities.com/articles/all-you-need-to-know-about-indias-largest-insurance-scheme/
f191bc6d-6b56-4741-ad37-fd0547dbac5a,https://www.kotaksecurities.com/articles/all-you-need-to-know-about-offer-for-sale/
bae77cb0-9cd0-4b86-b532-574754150685,https://www.kotaksecurities.com/articles/all-you-need-to-know-about-stock-lending-and-borrowing-mechanism/
e91e274d-14ff-40cd-a690-bc39e99f32e4,https://www.kotaksecurities.com/articles/all-you-wanted-to-know-about-support-and-resistance-levels/
fc1ee613-8337-484e-9843-9a28d993821f,https://www.kotaksecurities.com/articles/all-you-wanted-to-know-about-the-adx-indicator/
8bb35361-679c-404f-be53-69e5ebfc8de7,https://www.kotaksecurities.com/articles/all-you-wanted-to-know-about-the-average-directional-index-in-trading/
1c9ecd61-bc92-45e8-89ce-defbadcb588c,https://www.kotaksecurities.com/articles/an-unselective-approach-to-investing/
50d2ba95-d4a5-4ca2-98b4-6245e5349165,https://www.kotaksecurities.com/articles/a-sneak-peak-into-mergers-and-demergers/
68719804-ca54-4fd7-b1ca-bcd21b744dca,https://www.kotaksecurities.com/articles/asset-sales-tax-cuts-rbi-policy-and-more/
69e79c85-5a3b-478e-8d3f-370b70295965,https://www.kotaksecurities.com/articles/avoid-tax-credit-mismatch-in-incometax-return-request-experts/
6d7ff4d4-cb3f-4c6a-9a12-a6e7b36f3679,https://www.kotaksecurities.com/articles/bad-habits-to-quit-for-people-in-share-market-industry/
de1ce291-2b02-4887-8387-b89b5ac94658,https://www.kotaksecurities.com/articles/be-flexible-with-your-financial-plan-dont-make-big-commitment/
65730492-be66-4a3b-a425-4fdada679f4d,https://www.kotaksecurities.com/articles/behavioural-finance-keeping-investors-emotion-in-check/
290fec1d-f567-40a8-9867-2219b20166c7,https://www.kotaksecurities.com/articles/being-a-financial-all-rounder-lessons-from-cricket/
a3c923a7-c8f2-44ec-a48d-4c8050904559,https://www.kotaksecurities.com/articles/blog-back-to-school-college-guide-to-investing/
c13f12c4-a375-438c-9b96-73f238d0c626,https://www.kotaksecurities.com/articles/blog-guru-purnima-investment-teachers-to-learn-from/
ea6d3fa3-3356-45d2-9f6e-f5bbf63cd6e2,https://www.kotaksecurities.com/articles/bond-ratings-what-are-they-and-how-are-they-decided/
16477bd0-0c33-46a7-ae25-2e1ba5b53808,https://www.kotaksecurities.com/articles/both-investors-and-traders-can-benefit-from-this-characteristic/
d129ba8a-2ec8-44fe-997d-c4b0d56cde5d,https://www.kotaksecurities.com/articles/budget-2021-creates-investment-opportunities-from-infra-to-healthcare/
71f6f834-73f7-40bf-b133-7c60b2149ac6,https://www.kotaksecurities.com/articles/building-a-brand-to-buying-ubeareats-whats-cooking-at-zomato/
ccdc8f5d-721e-491a-8fc8-d2d6087d6708,https://www.kotaksecurities.com/articles/buzz-in-the-market-are-it-sector-valuations-in-bubble-zone/
c0a2520d-c26f-4e68-b466-6e3b5e522f3e,https://www.kotaksecurities.com/articles/candlestick-trading/
cfc325eb-1766-401e-9ef9-66dfe79f0376,https://www.kotaksecurities.com/articles/can-you-ace-this-stock-market-quiz/
28b457eb-53f2-468f-a893-9bf4b254c789,https://www.kotaksecurities.com/articles/cloning-the-superstar-of-india/
a3b5c3d3-692f-448f-b785-0212ccf9f865,https://www.kotaksecurities.com/articles/confused-about-when-to-buy-a-stock-heres-what-you-need-to-know/
3f48f468-7b81-4e25-a2f4-492eb08f5874,https://www.kotaksecurities.com/articles/considering-sovereign-gold-bonds-read-this-first/
b84b5a7a-7111-4a94-b205-4bebbf2e8e9c,https://www.kotaksecurities.com/articles/corporate-bonds-in-a-nutshell/
9765005c-a063-4239-bc91-31068faedc99,https://www.kotaksecurities.com/articles/credit-score-range/
14d47a36-4a37-4171-84c3-16e4f5876cfb,https://www.kotaksecurities.com/articles/demystifying-earnings-reports/
41dbdb3a-9b99-44fa-b031-b219f57f132b,https://www.kotaksecurities.com/articles/digitisation-trend-makes-it-a-sound-long-term-bet-but-stay-cautious/
8ee00fc7-a359-4ef7-b012-6914eca3f971,https://www.kotaksecurities.com/articles/do-not-save-what-is-left-after-spending-spend-what-is-left-after-saving/
f9cf37a0-6b23-44ab-b407-6b094ba82590,https://www.kotaksecurities.com/articles/dont-let-past-years-return-guide-you-while-deciding-on-asset-allocation/
0d7ec408-b41d-4e83-b08c-dc9ecb5d3428,https://www.kotaksecurities.com/articles/dont-put-your-money-in-last-years-winners-while-investing-in-debt-funds/
69f025ef-599b-4c5f-889a-e450814973b5,https://www.kotaksecurities.com/articles/driving-licence-test-online-guide-2018-new/
e93a2ca3-6a8a-42ce-8d46-fa1057b6d8f1,https://www.kotaksecurities.com/articles/earn-regular-income-from-short-term-trading/
85e9d85f-7ac9-43f2-9f3f-3a511c1276ae,https://www.kotaksecurities.com/articles/einsteins-theory-of-relativity-and-money/
f5c48cee-0799-4b4a-96f0-1e2f3ead146d,https://www.kotaksecurities.com/articles/everything-you-need-to-know-about-your-investments/
9a4cc0e0-350d-45c2-8617-94633ee72bd7,https://www.kotaksecurities.com/articles/exploring-careers-in-stock-markets/
b86775a1-4c65-4251-bea0-4d8693ce0b62,https://www.kotaksecurities.com/articles/fifa-football-world-cup-investment-lessons-from-the-football-field/
d774b9a5-e7a2-4782-bafa-9048c1bf1c16,https://www.kotaksecurities.com/articles/financial-planning-how-can-senior-citizens-earn-a-regular-income/
42e5ce5a-b4ed-4749-89cc-ea2c2e0c528e,https://www.kotaksecurities.com/articles/financial-planning-overview/
1e2a4156-df50-47b9-92b7-796738469b67,https://www.kotaksecurities.com/articles/five-things-to-know-about-bank-npas/
84b9df32-8c70-4df9-868d-4315259582a0,https://www.kotaksecurities.com/articles/five-things-to-know-about-cash-flows/
c604e455-3482-48d2-a177-af60b6dce3f4,https://www.kotaksecurities.com/articles/five-things-to-know-about-low-inflation/
77090432-160f-4f69-a430-b41adc7f6d5c,https://www.kotaksecurities.com/articles/five-ways-active-traders-can-manage-their-risk-for-better-returns/
c5214cc1-3908-4fee-bbbb-6bf883d22512,https://www.kotaksecurities.com/articles/foreign-buying-does-not-mean-rally-anymore/
97fc37bf-f466-4597-aac2-e6ee60f0f5b5,https://www.kotaksecurities.com/articles/four-things-how-infrastructure-status-can-boost-logistics-sector-in-india/
f0c8822c-59bf-4b03-a895-38b15f6f6938,https://www.kotaksecurities.com/articles/four-things-to-know-about-indias-macroeconomic-situation/
59c9e0cd-e55b-4c88-b727-a7b91d1d3932,https://www.kotaksecurities.com/articles/four-things-to-know-about-the-housing-finance-sector/
f1ed605e-4700-4611-8967-4b901f348072,https://www.kotaksecurities.com/articles/free-cash-flow/
57a269bd-879c-4d65-a826-4248e646c6e0,https://www.kotaksecurities.com/articles/getting-close-to-retirement/
97d9a072-4e69-4f5f-ae30-6eb43f93d651,https://www.kotaksecurities.com/articles/gold-etf-guide/
8d14ce27-6b96-4c06-b0cd-e3ee4b68cfeb,https://www.kotaksecurities.com/articles/greed-and-fear-cycle/
70a4b164-93d4-4676-b545-6d202ff72fed,https://www.kotaksecurities.com/articles/gst-collections-at-19-month-low/
413f856b-21db-4263-b197-188d05166a9e,https://www.kotaksecurities.com/articles/guru-in-the-world-of-investment/
da051285-97dd-4e35-8f15-a793c7866625,https://www.kotaksecurities.com/articles/here-is-why-volume-analysis-is-a-must-for-traders/
c2eedd59-e54d-4851-ba6c-ab7618378211,https://www.kotaksecurities.com/articles/herere-the-top-technical-analysis-mistakes-traders-must-avoid-at-all-costs/
380b3bd0-a17e-45be-a85c-3c3baabd76a7,https://www.kotaksecurities.com/articles/heres-how-to-gauge-support-and-resistance-reversals-for-consistent-profits/
5a28e117-e233-4bc8-8703-4a45f4f757ee,https://www.kotaksecurities.com/articles/heres-how-to-read-and-use-the-standard-deviation-indicator-in-trading/
6ae329aa-703f-493e-96d3-9ed56f46ffeb,https://www.kotaksecurities.com/articles/heres-how-trendlines-can-help-traders-catch-that-perfect-breakout/
fe549e87-b1b6-4689-809a-e811bcbe433f,https://www.kotaksecurities.com/articles/heres-how-you-can-use-bollinger-bands-to-spot-trading-opportunities/
27320ed2-81d8-49a6-a7f5-44f1cf0e5d80,https://www.kotaksecurities.com/articles/how-can-the-union-budget-affect-your-personal-finance/
a11d55e2-b708-4d78-bfc3-39c8b7e16fe7,https://www.kotaksecurities.com/articles/how-capital-gains-from-different-forms-of-gold-are-taxed/
d48d6b6b-4cba-40e2-b833-6b17b23d9d5a,https://www.kotaksecurities.com/articles/how-do-price-movements-of-raw-materials-impact-a-companys-profitability/
8df95f74-7f42-454a-b1cf-8f87f671dfaa,https://www.kotaksecurities.com/articles/how-financial-planning-is-different-from-wealth-management/
638486c0-636a-4ada-8cc7-fa66248cfed3,https://www.kotaksecurities.com/articles/how-foreign-assets-in-your-portfolio-can-protect-it-from-volatility/
a5239bbd-b00b-48e5-b0eb-56b49705b3db,https://www.kotaksecurities.com/articles/how-powerful-is-the-indian-passport/
600293a7-d31f-412f-95a8-b1b683342a39,https://www.kotaksecurities.com/articles/how-technology-has-changed-investing/
4dc15c88-7cb8-4a61-a385-5c1d1af7bf1b,https://www.kotaksecurities.com/articles/how-to-ascertain-a-stock-or-the-market-is-close-to-bottoming-out/
aa74379e-30bd-490d-b541-9bf6450eeba0,https://www.kotaksecurities.com/articles/how-to-cancel-a-cheque/
4ff8ba73-28ca-4c17-af6c-53b42775d0bc,https://www.kotaksecurities.com/articles/how-to-choose-the-right-trading-timeframe-for-superior-returns/
e2352b86-57dd-438d-8da8-04970e9840d0,https://www.kotaksecurities.com/articles/how-to-evaluate-consumer-companies/
d689679d-2d16-4e33-9d4c-194d76541805,https://www.kotaksecurities.com/articles/how-to-identify-stressed-companies/
bf15c557-7eb6-4c70-b8f4-5a6fc4984f7d,https://www.kotaksecurities.com/articles/how-to-identify-which-timeframe-suits-your-trading-behaviour/
51597f77-c775-4e37-b102-9294d94aa826,https://www.kotaksecurities.com/articles/how-to-link-aadhaar-with-kotak-mahindra-bank-account/
76a8abd7-974c-4efa-a9ab-04a30b391bd7,https://www.kotaksecurities.com/articles/how-to-link-aadhaar-with-ration-card/
85dbabc3-235c-4694-8444-dd9ca3f69027,https://www.kotaksecurities.com/articles/how-to-link-your-aadhaar-card-with-lpg/
566009f6-ec96-4423-88a4-7bc856156247,https://www.kotaksecurities.com/articles/how-to-read-manufacturing-data/
db4a166c-82c1-451a-a76e-0f7f7b331e6a,https://www.kotaksecurities.com/articles/how-to-use-morning-and-evening-stars-to-make-money-in-stock-market/
086f0346-261d-4138-9c77-054148c4bcf7,https://www.kotaksecurities.com/articles/how-two-time-zones-can-help-indias-economy/
b0b07c38-666a-49c5-aa6b-49b529c1c18a,https://www.kotaksecurities.com/articles/if-you-are-a-conservative-investor-go-for-target-maturity-debt-etfs/
772fa28d-98ee-442b-b21e-2478a1f5f0a9,https://www.kotaksecurities.com/articles/impact-of-kerala-floods-on-state-banks/
56755e37-0281-4cba-813e-129aa26ab3ae,https://www.kotaksecurities.com/articles/importance-of-good-corporate-governance-and-how-to-spot-the-red-flags/
a92169c7-2788-4b56-897a-521fdd618afa,https://www.kotaksecurities.com/articles/indias-balance-of-payments-5-things-to-know/
d44635ca-686c-4b06-ae24-685112ea6511,https://www.kotaksecurities.com/articles/insecure-and-uncertain-in-insurance-business-as-covid-18-damage-claims-mount/
0b8fc4ba-0151-4f98-a5d0-39b50e5c69ad,https://www.kotaksecurities.com/articles/interesting-insights-about-the-budget/
af667efe-0d1c-4903-96bf-db18d65e8b80,https://www.kotaksecurities.com/articles/investing-and-trading-practices-we-can-learn-from-the-parsis/
415bd405-dcff-43ab-bb7f-6d4e33810ea8,https://www.kotaksecurities.com/articles/investing-tips-from-famous-movie-dialogues/
d412f6a4-454f-4b34-9eed-45b9c906208c,https://www.kotaksecurities.com/articles/investment-in-sovereign-backed-bonds/
4f90f3f4-4f27-4360-a348-c64916cfea5a,https://www.kotaksecurities.com/articles/investment-tips-from-the-famou-monopoly/
c8771db6-6ffc-4fa7-8540-c06047abe310,https://www.kotaksecurities.com/articles/investors-must-look-at-credit-quality-while-choosing-corporate-fds/
9721f471-74f7-45ef-ade6-96451696e74e,https://www.kotaksecurities.com/articles/investors-should-rebalance-exposure-to-usfocused-funds-dont-exit/
ac03e42e-068c-4019-b350-37f4e860a939,https://www.kotaksecurities.com/articles/is-it-just-a-retracement-or-a-reversal-heres-how-to-tell-the-difference/
893c5c22-82c9-463e-8ab3-af349bc26c32,https://www.kotaksecurities.com/articles/it-is-priced-in-what-does-that-mean/
8c1ccb23-c6ae-46ef-b677-162b34dd6218,https://www.kotaksecurities.com/articles/jet-airways-in-deep-red-for-second-consecutive-quarter/
55bbaf83-a5b2-4d8b-93c3-d97a046020b1,https://www.kotaksecurities.com/articles/keep-your-investments-close-and-prospects-even-closer/
28745a6b-d2d2-430c-97f8-200b2f5380ea,https://www.kotaksecurities.com/articles/key-sell-signals-you-should-be-aware-of-while-trading/
68482c89-cd33-4dcd-949a-a9caf8eeaba6,https://www.kotaksecurities.com/articles/key-union-budget-terms-demystified/
0e309498-4efd-4e35-b604-e34dafe6f2f3,https://www.kotaksecurities.com/articles/kotak-credit-card-application-status/
bb4a770d-2f26-4a62-b7fb-79275b357629,https://www.kotaksecurities.com/articles/large-caps-or-mid-caps-stock-picking-in-times-of-trouble/
edc9a427-74a1-44e3-b7b3-d3855503b9c6,https://www.kotaksecurities.com/articles/learning-from-the-history-of-depression-and-stock-market-crashes/
583b804f-cc62-4764-a6b6-bb51f837ff03,https://www.kotaksecurities.com/articles/let-not-the-variety-confuse-you-keep-your-passive-fund-investments-simple/
fbca09d1-b1d8-4843-93c3-004fbdfe252c,https://www.kotaksecurities.com/articles/livelihoods-at-stake-for-millions-as-employment-crisis-gets-the-coronavirus/
0ccf9bf3-5d0b-486c-a790-b95676013764,https://www.kotaksecurities.com/articles/long-term-investors-should-snap-up-quality-stocks-during-uncertainty/
37bc76c9-f1d7-472c-9e7c-20055a4659ab,https://www.kotaksecurities.com/articles/major-milestones-nifty-from-1000-to-11000/
f013b642-2f1b-4711-a2d7-d52d5c6d5f51,https://www.kotaksecurities.com/articles/metaverse-a-new-era-emerging/
0de3e862-688f-4b33-a7f6-0ec7d86b5d90,https://www.kotaksecurities.com/articles/midcap-selloff-what-should-investors-do/
aef77209-5475-412a-86e2-e1ec79cab886,https://www.kotaksecurities.com/articles/mind-over-money-gamblers-fallacy/
39a9c1ad-30df-4117-8543-05fd6b9e2fd5,https://www.kotaksecurities.com/articles/minimum-support-price-msp-hike-4-things-to-know/
c16808bf-07ff-48fc-8495-6aa49e291246,https://www.kotaksecurities.com/articles/morning-capsule-your-pre-market-news-update/
